timestamp,freq_mhz,perf_pct,usage_pct,temp_c
2026-02-25 08:03:59,2500,170.1,34,-1
2026-02-25 08:04:01,2500,180.7,32.4,99
2026-02-25 08:04:07,2500,184.6,48,-1
2026-02-25 08:04:09,2500,179.3,37.1,95
2026-02-25 08:04:16,2500,172,25.4,-1
2026-02-25 08:04:18,2500,177,31.7,96
2026-02-25 08:04:24,2500,180.3,19,-1
2026-02-25 08:04:26,2500,152.9,33.6,89
2026-02-25 08:04:32,2500,182.1,51.6,-1
2026-02-25 08:04:35,2500,174.3,48.7,97
2026-02-25 08:04:40,2500,155.9,74.5,-1
2026-02-25 08:04:43,2500,164.9,69,96
2026-02-25 08:04:49,2500,161.6,75.7,-1
2026-02-25 08:04:51,2500,162.8,67.6,96
2026-02-25 08:04:57,2500,164.6,65,-1
2026-02-25 08:05:00,2500,164,70.4,96
2026-02-25 08:05:06,2500,162.9,71.9,-1
2026-02-25 08:05:09,2500,161.1,80.2,96
2026-02-25 08:05:14,2500,163.5,68.6,-1
2026-02-25 08:05:17,2500,162.8,71.9,96
2026-02-25 08:05:23,2500,162,76.7,-1
2026-02-25 08:05:26,2500,161.6,73,96
2026-02-25 08:05:31,2500,161.2,68.8,-1
2026-02-25 08:05:34,2500,162.8,71.4,100
2026-02-25 08:05:39,2500,156.6,67.1,-1
2026-02-25 08:05:42,2500,162.7,68.2,97
2026-02-25 08:05:48,2500,164.4,61.1,-1
2026-02-25 08:05:51,2500,164.3,62.9,97
2026-02-25 08:05:56,2500,161.8,63,-1
2026-02-25 08:05:59,2500,166.2,70,96
2026-02-25 08:06:05,2500,165.6,62,-1
2026-02-25 08:06:08,2500,153.6,88.7,99
2026-02-25 08:06:13,2500,160.1,68.2,-1
2026-02-25 08:06:16,2500,163.9,73.4,98
2026-02-25 08:06:21,2500,166.2,87.3,-1
2026-02-25 08:06:24,2500,158.7,89.9,99
2026-02-25 08:06:30,2500,157.5,82.4,-1
2026-02-25 08:06:34,2500,153.7,85.9,99
2026-02-25 08:06:39,2500,158.8,65.9,-1
2026-02-25 08:06:42,2500,156.6,84.5,99
2026-02-25 08:06:48,2500,153.4,79.9,-1
2026-02-25 08:06:51,2500,160.7,74.9,96
2026-02-25 08:06:56,2500,159.6,79.6,-1
2026-02-25 08:06:59,2500,157.1,76.5,97
2026-02-25 08:07:05,2500,158.2,70.2,-1
2026-02-25 08:07:08,2500,160.8,77.7,99
2026-02-25 08:07:13,2500,156.9,82.2,-1
2026-02-25 08:07:16,2500,-1,-1,97
2026-02-25 08:07:21,2500,158.5,79,-1
2026-02-25 08:07:23,2500,160.5,75.3,96
2026-02-25 08:07:30,2500,153,75.3,-1
2026-02-25 08:07:32,2500,159,69.6,96
2026-02-25 08:07:38,2500,156.5,80.6,-1
2026-02-25 08:07:40,2500,155.8,67.3,97
2026-02-25 08:07:47,2500,154.5,75.9,-1
2026-02-25 08:07:48,2500,158.2,69.5,98
2026-02-25 08:07:55,2500,159.4,66.9,-1
2026-02-25 08:07:57,2500,158.4,64.1,97
2026-02-25 08:08:03,2500,160.1,66.2,-1
2026-02-25 08:08:05,2500,163.8,67.8,97
2026-02-25 08:08:12,2500,160.5,66.7,-1
2026-02-25 08:08:13,2500,160.9,66.1,99
2026-02-25 08:08:20,2500,150,65.7,-1
2026-02-25 08:08:22,2500,163,60.9,99
2026-02-25 08:08:28,2500,163.9,73.9,-1
2026-02-25 08:08:30,2500,159.4,70.1,99
2026-02-25 08:08:37,2500,163.2,71.2,-1
2026-02-25 08:08:38,2500,161.4,68.5,99
2026-02-25 08:08:45,2500,162.9,70.4,-1
2026-02-25 08:08:47,2500,162.8,73.6,99
2026-02-25 08:08:54,2500,150.7,70.4,-1
2026-02-25 08:08:55,2500,147.5,93.2,97
2026-02-25 08:09:02,2500,155.7,78.8,-1
2026-02-25 08:09:03,2500,153.3,66,97
2026-02-25 08:09:11,2500,153.1,46.5,-1
2026-02-25 08:09:12,2500,154.2,60.2,96
2026-02-25 08:09:20,2500,141.9,88.3,-1
2026-02-25 08:09:21,2500,146.5,85.1,97
2026-02-25 08:09:28,2500,143.3,85.6,-1
2026-02-25 08:09:30,2500,145.7,58.4,97
2026-02-25 08:09:36,2500,140.7,92.6,-1
2026-02-25 08:09:38,2500,136.6,99.6,97
2026-02-25 08:09:46,2500,146.3,47,-1
2026-02-25 08:09:46,2500,148.3,47,89
2026-02-25 08:09:54,2500,140.2,95.4,-1
2026-02-25 08:09:55,2500,139,69.7,94
2026-02-25 08:10:02,2500,143.7,81.4,-1
2026-02-25 08:10:03,2500,138.6,81,96
2026-02-25 08:10:11,2500,143.9,44.9,-1
2026-02-25 08:10:11,2500,148.1,49.8,96
2026-02-25 08:10:19,2500,146.5,71.2,-1
2026-02-25 08:10:20,2500,146.5,83.9,94
2026-02-25 08:10:27,2500,149.2,31,-1
2026-02-25 08:10:28,2500,150.3,35.2,97
2026-02-25 08:10:36,2500,148.8,88.2,-1
2026-02-25 08:10:37,2500,139.3,55.4,90
2026-02-25 08:10:44,2500,148.7,57.9,-1
2026-02-25 08:10:45,2500,147.1,80.9,98
2026-02-25 08:10:53,2500,139.4,73.5,-1
